SELECT LENGTH FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT LENGTH FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river WHERE traverse  =  "texas" ) AND traverse  =  "texas";
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river WHERE traverse  =  "texas" ) AND traverse  =  "texas";
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river WHERE traverse  =  "texas" ) AND traverse  =  "texas";
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river WHERE traverse  =  "texas" ) AND traverse  =  "texas";
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river WHERE traverse  =  "texas" ) AND traverse  =  "texas";
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river WHERE traverse  =  "texas" ) AND traverse  =  "texas";
SELECT COUNT ( river_name ) FROM river WHERE traverse  =  "idaho";
SELECT COUNT ( river_name ) FROM river WHERE traverse  =  "idaho";
SELECT COUNT ( river_name ) FROM river WHERE traverse  =  "idaho";
SELECT COUNT ( river_name ) FROM river WHERE traverse  =  "idaho";
SELECT COUNT ( river_name ) FROM river WHERE traverse  =  "idaho";
SELECT COUNT ( river_name ) FROM river WHERE traverse  =  "idaho";
SELECT COUNT ( river_name ) FROM river WHERE traverse  =  "idaho";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT border FROM border_info WHERE state_name  =  "kentucky";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT river_name FROM river WHERE traverse  =  "illinois";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT state_name FROM city WHERE city_name  =  "springfield";
SELECT population FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT population FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT population FROM city WHERE city_name  =  "boulder";
SELECT city_name FROM city WHERE population  =  ( SELECT MIN ( population ) FROM city WHERE state_name  =  "alaska" ) AND state_name  =  "alaska";
SELECT traverse FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT traverse FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT traverse FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT traverse FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT traverse FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT density FROM state WHERE area  =  ( SELECT MIN ( area ) FROM state );
SELECT density FROM state WHERE area  =  ( SELECT MIN ( area ) FROM state );
SELECT state_name FROM highlow WHERE highest_elevation  >  ( SELECT highest_elevation FROM highlow WHERE state_name  =  "colorado" );
SELECT state_name FROM highlow WHERE highest_elevation  >  ( SELECT highest_elevation FROM highlow WHERE state_name  =  "colorado" );
SELECT state_name FROM highlow WHERE highest_elevation  >  ( SELECT highest_elevation FROM highlow WHERE state_name  =  "colorado" );
SELECT highest_elevation FROM highlow WHERE state_name  =  "delaware";
SELECT highest_elevation FROM highlow WHERE state_name  =  "delaware";
SELECT highest_elevation FROM highlow WHERE state_name  =  "delaware";
SELECT highest_elevation FROM highlow WHERE state_name  =  "delaware";
SELECT highest_elevation FROM highlow WHERE state_name  =  "delaware";
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT river_name FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river );
SELECT state_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT state_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT state_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT state_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT city_name FROM city WHERE population  =  ( SELECT MIN ( population ) FROM city WHERE state_name IN ( SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state ) ) ) AND state_name IN ( SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state ) );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state );
SELECT highest_point FROM highlow WHERE state_name IN ( SELECT border FROM border_info WHERE state_name  =  "mississippi" );
SELECT highest_point FROM highlow WHERE state_name IN ( SELECT border FROM border_info WHERE state_name  =  "mississippi" );
SELECT highest_point FROM highlow WHERE state_name IN ( SELECT border FROM border_info WHERE state_name  =  "colorado" ) ORDER BY highest_elevation DESC LIMIT 1;
SELECT highest_point FROM highlow WHERE state_name IN ( SELECT border FROM border_info WHERE state_name  =  "colorado" ) ORDER BY highest_elevation DESC LIMIT 1;
SELECT state_name FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state );
SELECT state_name FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state );
SELECT state_name FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state );
SELECT state_name FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state );
SELECT state_name FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state );
SELECT state_name FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state );
SELECT state_name FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state );
SELECT state_name FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state );
SELECT state_name FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state );
SELECT highest_point FROM highlow WHERE state_name  =  "texas";
SELECT highest_point FROM highlow WHERE state_name  =  "texas";
SELECT highest_point FROM highlow WHERE state_name  =  "texas";
SELECT highest_point FROM highlow WHERE state_name  =  "texas";
SELECT highest_point FROM highlow WHERE state_name  =  "texas";
SELECT state_name FROM state WHERE state_name NOT IN ( SELECT state_name FROM border_info );
SELECT state_name FROM state WHERE state_name NOT IN ( SELECT state_name FROM border_info );
SELECT state_name FROM state WHERE state_name NOT IN ( SELECT state_name FROM border_info );
SELECT area FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state );
SELECT COUNT ( state_name ) FROM highlow WHERE lowest_elevation  <  ( SELECT lowest_elevation FROM highlow WHERE state_name  =  "alabama" );
SELECT highest_elevation FROM highlow WHERE highest_point  =  "guadalupe peak";
SELECT highest_elevation FROM highlow WHERE highest_point  =  "guadalupe peak";
SELECT highest_elevation FROM highlow WHERE highest_point  =  "guadalupe peak";
SELECT MAX ( highest_elevation ) FROM highlow;
SELECT MAX ( highest_elevation ) FROM highlow;
SELECT MAX ( highest_elevation ) FROM highlow;
SELECT MAX ( highest_elevation ) FROM highlow;
SELECT LENGTH FROM river WHERE river_name  =  "rio grande";
SELECT LENGTH FROM river WHERE river_name  =  "rio grande";
SELECT LENGTH FROM river WHERE river_name  =  "rio grande";
SELECT LENGTH FROM river WHERE river_name  =  "rio grande";
SELECT LENGTH FROM river WHERE river_name  =  "rio grande";
SELECT LENGTH FROM river WHERE river_name  =  "rio grande";
SELECT LENGTH FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river WHERE traverse  =  "texas" ) AND traverse  =  "texas";
SELECT LENGTH FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river WHERE traverse  =  "texas" ) AND traverse  =  "texas";
SELECT COUNT ( capital ) FROM state WHERE state_name  =  "rhode island";
SELECT COUNT ( city_name ) FROM city;
SELECT COUNT ( city_name ) FROM city;
SELECT COUNT ( city_name ) FROM city;
SELECT COUNT ( city_name ) FROM city;
SELECT COUNT ( city_name ) FROM city;
SELECT COUNT ( city_name ) FROM city WHERE population  >  150000;
SELECT population FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT COUNT ( river_name ) FROM river WHERE river_name  =  "colorado";
SELECT COUNT ( river_name ) FROM river WHERE river_name  =  "colorado";
SELECT population FROM city WHERE city_name  =  "seattle" AND state_name  =  "washington";
SELECT population FROM city WHERE city_name  =  "seattle" AND state_name  =  "washington";
SELECT population FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city WHERE state_name  =  "alaska" ) AND state_name  =  "alaska";
SELECT population FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city WHERE state_name  =  "alaska" ) AND state_name  =  "alaska";
SELECT population FROM city WHERE city_name  =  ( SELECT capital FROM state WHERE state_name  =  "texas" );
SELECT population FROM city WHERE city_name  =  ( SELECT capital FROM state WHERE state_name  =  "texas" );
SELECT SUM ( population ) FROM state;
SELECT SUM ( population ) FROM state;
SELECT COUNT ( state_name ) FROM state;
SELECT COUNT ( state_name ) FROM state;
SELECT COUNT ( state_name ) FROM state;
SELECT COUNT ( state_name ) FROM state;
SELECT COUNT ( state_name ) FROM state;
SELECT COUNT ( state_name ) FROM state;
SELECT COUNT ( border ) FROM border_info WHERE state_name  =  "kentucky";
SELECT COUNT ( border ) FROM border_info WHERE state_name  =  "kentucky";
SELECT COUNT ( border ) FROM border_info WHERE state_name  =  "kentucky";
SELECT COUNT ( border ) FROM border_info WHERE state_name  =  "kentucky";
SELECT COUNT ( border ) FROM border_info WHERE state_name  =  "kentucky";
SELECT COUNT ( border ) FROM border_info WHERE state_name IN ( SELECT state_name FROM state WHERE population  =  ( SELECT MAX ( population ) FROM state ) );
SELECT COUNT ( DISTINCT state_name ) FROM state WHERE state_name NOT IN ( SELECT traverse FROM river );
SELECT COUNT ( state_name ) FROM highlow WHERE highest_elevation  >  ( SELECT highest_elevation FROM highlow WHERE state_name  =  ( SELECT state_name FROM state WHERE capital  =  ( SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city ) ) ) );
SELECT river_name FROM river WHERE LENGTH  >  750 AND traverse  =  "illinois";
SELECT river_name FROM river WHERE LENGTH  >  750 AND traverse  =  "illinois";
SELECT river_name FROM river WHERE LENGTH  >  750 AND traverse  =  "illinois";
SELECT river_name FROM river WHERE LENGTH  >  750 AND traverse  =  "illinois";
SELECT traverse FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river WHERE traverse  =  "texas" );
SELECT capital FROM state WHERE state_name  =  "texas";
SELECT capital FROM state WHERE state_name  =  "texas";
SELECT capital FROM state WHERE state_name  =  "texas";
SELECT capital FROM state WHERE state_name  =  "texas";
SELECT capital FROM state WHERE state_name  =  "texas";
SELECT capital FROM state WHERE state_name  =  "texas";
SELECT t2.capital FROM state AS t2 JOIN border_info AS t1 ON t2.state_name  =  t1.border WHERE t1.state_name  =  "texas";
SELECT t2.capital FROM state AS t2 JOIN border_info AS t1 ON t2.state_name  =  t1.border WHERE t1.state_name  =  "texas";
SELECT t2.capital FROM state AS t2 JOIN border_info AS t1 ON t2.state_name  =  t1.border WHERE t1.state_name  =  "texas";
SELECT t2.capital FROM state AS t2 JOIN border_info AS t1 ON t2.state_name  =  t1.border WHERE t1.state_name  =  "texas";
SELECT city_name FROM city WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" );
SELECT city_name FROM city WHERE state_name IN ( SELECT state_name FROM highlow WHERE highest_elevation  =  ( SELECT MAX ( highest_elevation ) FROM highlow ) );
SELECT highest_point FROM highlow;
SELECT city_name FROM city WHERE population  >  150000 AND state_name  =  "kansas";
SELECT city_name FROM city WHERE population  >  150000 AND state_name  =  "kansas";
SELECT city_name FROM city WHERE population  >  150000 AND state_name  =  "kansas";
SELECT city_name FROM city WHERE population  >  150000 AND state_name  =  "kansas";
SELECT city_name FROM city WHERE population  >  150000 AND state_name  =  "kansas";
SELECT city_name FROM city WHERE population  >  150000 AND state_name  =  "kansas";
SELECT city_name FROM city WHERE population  >  150000 AND state_name  =  "kansas";
SELECT city_name FROM city WHERE population  >  150000 AND state_name IN ( SELECT traverse FROM river WHERE LENGTH  >  750 AND river_name  =  "mississippi" );
SELECT city_name FROM city WHERE population  >  150000;
SELECT city_name FROM city WHERE population  >  150000;
SELECT city_name FROM city WHERE population  >  150000;
SELECT density FROM state;
SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" );
SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" );
SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" );
SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" );
SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" );
SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" );
SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" );
SELECT population FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" );
SELECT t2.population FROM state AS t2 JOIN border_info AS t1 ON t2.state_name  =  t1.border WHERE t1.state_name  =  "texas";
SELECT population FROM city WHERE population  >  150000 AND state_name  =  "wisconsin";
SELECT population FROM city WHERE population  >  150000 AND state_name  =  "wisconsin";
SELECT population FROM city WHERE population  >  150000 AND state_name  =  "wisconsin";
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital  =  t1.city_name );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital  =  t1.city_name );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital  =  t1.city_name );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital  =  t1.city_name );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital  =  t1.city_name );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital  =  t1.city_name );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital  =  t1.city_name );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital  =  t1.city_name );
SELECT t2.capital FROM state AS t2 JOIN city AS t1 ON t2.state_name  =  t1.state_name WHERE t1.city_name  =  "durham";
SELECT capital FROM state WHERE area  =  ( SELECT MIN ( area ) FROM state );
SELECT DISTINCT capital FROM state WHERE density  =  ( SELECT MAX ( density ) FROM state );
SELECT capital FROM state WHERE population  =  ( SELECT MAX ( population ) FROM state );
SELECT capital FROM state WHERE population  =  ( SELECT MAX ( population ) FROM state );
SELECT capital FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE LENGTH  =  ( SELECT MAX ( LENGTH ) FROM river ) );
SELECT SUM ( area ) FROM state;
SELECT SUM ( area ) FROM state;
SELECT SUM ( area ) FROM state;
SELECT SUM ( area ) FROM state;
SELECT density FROM state WHERE state_name  =  "wyoming";
SELECT density FROM state WHERE state_name  =  "wyoming";
SELECT density FROM state WHERE state_name  =  "wyoming";
SELECT mountain_name FROM mountain WHERE mountain_altitude  =  ( SELECT MAX ( mountain_altitude ) FROM mountain );
SELECT mountain_name FROM mountain WHERE mountain_altitude  =  ( SELECT MAX ( mountain_altitude ) FROM mountain );
SELECT mountain_name FROM mountain WHERE mountain_altitude  =  ( SELECT MAX ( mountain_altitude ) FROM mountain );
SELECT mountain_name FROM mountain WHERE mountain_altitude  =  ( SELECT MAX ( mountain_altitude ) FROM mountain );
SELECT highest_point FROM highlow WHERE state_name IN ( SELECT state_name FROM state WHERE capital  =  "des moines" );
SELECT highest_point FROM highlow WHERE state_name IN ( SELECT state_name FROM state WHERE capital  =  "des moines" );
SELECT highest_point FROM highlow WHERE highest_elevation  =  ( SELECT MAX ( highest_elevation ) FROM highlow );
SELECT highest_point FROM highlow WHERE highest_elevation  =  ( SELECT MAX ( highest_elevation ) FROM highlow );
SELECT highest_point FROM highlow WHERE highest_elevation  =  ( SELECT MAX ( highest_elevation ) FROM highlow );
SELECT highest_point FROM highlow WHERE highest_elevation  =  ( SELECT MAX ( highest_elevation ) FROM highlow );
SELECT highest_point FROM highlow WHERE highest_elevation  =  ( SELECT MAX ( highest_elevation ) FROM highlow );
SELECT highest_point FROM highlow WHERE state_name IN ( SELECT state_name FROM state WHERE density  =  ( SELECT MIN ( density ) FROM state ) );
SELECT city_name FROM city WHERE state_name IN ( SELECT state_name FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" ) AND area  =  ( SELECT MIN ( area ) FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE river_name  =  "mississippi" ) ) ) ORDER BY population DESC LIMIT 1;
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city WHERE state_name IN ( SELECT state_name FROM state WHERE area  =  ( SELECT MIN ( area ) FROM state ) ) ) AND state_name IN ( SELECT state_name FROM state WHERE area  =  ( SELECT MIN ( area ) FROM state ) );
SELECT city_name FROM city WHERE population  =  ( SELECT MAX ( population ) FROM city WHERE state_name IN ( SELECT state_name FROM state WHERE area  =  ( SELECT MIN ( area ) FROM state ) ) ) AND state_name IN ( SELECT state_name FROM state WHERE area  =  ( SELECT MIN ( area ) FROM state ) );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name  =  "california" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name  =  "california" );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name  =  "california" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name  =  "california" );
SELECT state_name FROM state WHERE area  =  ( SELECT MAX ( area ) FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name  =  "california" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name  =  "california" );
