table_name,column_name,column_types
games_post_wide,rob0_start,string
games_post_wide,rob0_end,num
games_post_wide,rob0_isOut,string
games_post_wide,rob0_outcomeId,string
games_post_wide,rob0_outcomeDescription,string
games_post_wide,rob1_start,string
games_post_wide,rob1_end,num
games_post_wide,rob1_isOut,string
games_post_wide,rob1_outcomeId,string
games_post_wide,rob1_outcomeDescription,string
games_post_wide,rob2_start,string
games_post_wide,rob2_end,num
games_post_wide,rob2_isOut,string
games_post_wide,rob2_outcomeId,string
games_post_wide,rob2_outcomeDescription,string
games_post_wide,rob3_start,string
games_post_wide,rob3_end,num
games_post_wide,rob3_isOut,string
games_post_wide,rob3_outcomeId,string
games_post_wide,rob3_outcomeDescription,string
games_post_wide,is_ab,num
games_post_wide,is_ab_over,num
games_post_wide,is_hit,num
games_post_wide,is_on_base,num
games_post_wide,is_bunt,num
games_post_wide,is_bunt_shown,num
games_post_wide,is_double_play,num
games_post_wide,is_triple_play,num
games_post_wide,is_wild_pitch,num
games_post_wide,is_passed_ball,num
games_post_wide,homeCurrentTotalRuns,num
games_post_wide,awayCurrentTotalRuns,num
games_post_wide,awayFielder1,string
games_post_wide,awayFielder2,string
games_post_wide,awayFielder3,string
games_post_wide,awayFielder4,string
games_post_wide,awayFielder5,string
games_post_wide,awayFielder6,string
games_post_wide,awayFielder7,string
games_post_wide,awayFielder8,string
games_post_wide,awayFielder9,string
games_post_wide,awayFielder10,string
games_post_wide,awayFielder11,string
games_post_wide,awayFielder12,string
games_post_wide,awayBatter1,string
games_post_wide,awayBatter2,string
games_post_wide,awayBatter3,string
games_post_wide,awayBatter4,string
games_post_wide,awayBatter5,string
games_post_wide,awayBatter6,string
games_post_wide,awayBatter7,string
games_post_wide,awayBatter8,string
games_post_wide,awayBatter9,string
games_post_wide,homeFielder1,string
games_post_wide,homeFielder2,string
games_post_wide,homeFielder3,string
games_post_wide,homeFielder4,string
games_post_wide,homeFielder5,string
games_post_wide,homeFielder6,string
games_post_wide,homeFielder7,string
games_post_wide,homeFielder8,string
games_post_wide,homeFielder9,string
games_post_wide,homeFielder10,string
games_post_wide,homeFielder11,string
games_post_wide,homeFielder12,string
games_post_wide,homeBatter1,string
games_post_wide,homeBatter2,string
games_post_wide,homeBatter3,string
games_post_wide,homeBatter4,string
games_post_wide,homeBatter5,string
games_post_wide,homeBatter6,string
games_post_wide,homeBatter7,string
games_post_wide,homeBatter8,string
games_post_wide,homeBatter9,string
games_post_wide,lineupTeamId,string
games_post_wide,lineupPlayerId,string
games_post_wide,lineupPosition,num
games_post_wide,lineupOrder,num
